
MG;BOS5 3 397 004 755;H341  Pióro wycier.340mm;1;szt.;11,57;14,23;23;0; ; ; ; ;Inter Team;Zaimportowano z u¿yciem programu HofHard: 2017-1-23__14-18; ;
MG;KRAE P£YN G12/G12+ 5L;P³yn do uk³adu ch³odzenia;1;szt.;30,43;37,43;23;0; ; ; ; ;Inter Team;Zaimportowano z u¿yciem programu HofHard: 2017-1-23__14-18; ;
MG;AKC SZCZOTKO-SKROBACZKA;Szczotko-skrobaczka 55 cm (22);1;szt.;2,22;2,73;23;0; ; ; ; ;Inter Team;Zaimportowano z u¿yciem programu HofHard: 2017-1-23__14-18; ;
