
MG;BOS1 S4 005;Akum. 60Ah/540A S4          L-;1;szt.;201,85;248,28;23;0; ; ; ; ;Inter Team;Zaimportowano z u¿yciem programu HofHard: 2017-7-24__9-30; ;
