
MG;BOSK 0 986 494 654/424646;Klocki hamulcowe BP363;1;szt.;67,51;83,04;23;0; ; ; ; ;Inter Team;Zaimportowano z u¿yciem programu HofHard: 2017-5-22__9-8; ;
MG;BOS2 0 986 478 884;Tarcza hamulcowa BD783;2;szt.;55,18;67,87;23;0; ; ; ; ;Inter Team;Zaimportowano z u¿yciem programu HofHard: 2017-5-22__9-8; ;
